City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Suruc,TR,36.9761,38.425,74.66,61,0,8.21,clear sky
458,Portobelo,PA,9.55,-79.65,75.96,88,99,6.15,overcast clouds
459,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,100,75,11.65,light intensity drizzle
460,Rossland,CA,49.0831,-117.8022,62.73,59,73,5.01,broken clouds
461,Monzon,ES,41.9108,0.1941,67.06,59,0,5.14,clear sky
462,Kassala,SD,15.451,36.4,79.63,59,82,11.54,broken clouds
463,Klyuchi,RU,52.2667,79.1667,64.09,60,86,11.63,overcast clouds
464,Vila Do Maio,CV,15.1333,-23.2167,75.99,81,96,13.98,overcast clouds
465,Buraydah,SA,26.326,43.975,81.05,14,11,6.24,few clouds
466,Kresek,ID,-6.1314,106.3797,88.56,66,77,3.47,broken clouds
467,Mananara,MG,-16.1667,49.7667,68.99,81,31,11.88,light rain
468,Udankudi,IN,8.4333,78.0167,86.18,57,74,10.09,broken clouds
469,Shimoda,JP,34.6667,138.95,91.11,68,42,11.05,scattered clouds
470,Khadyzhensk,RU,44.4256,39.5319,62.02,77,0,0.38,clear sky
471,San Quintin,MX,30.4833,-115.95,67.5,82,0,14.61,clear sky
472,Severnyy,RU,50.677,36.5532,50.04,71,0,6.71,clear sky
473,Port Antonio,JM,18.18,-76.4612,84.11,82,98,8.88,overcast clouds
474,Mercedes,AR,-34.6515,-59.4307,43.86,94,0,6.38,clear sky
475,Natal,BR,-5.795,-35.2094,77.22,94,75,11.5,moderate rain
476,Magadan,RU,59.5667,150.8,74.53,43,28,19.08,scattered clouds
477,Muros,ES,42.7762,-9.0603,61.84,76,28,7.31,scattered clouds
478,Parfino,RU,57.9731,31.6481,57.6,71,0,4.41,clear sky
479,Vestmannaeyjar,IS,63.4427,-20.2734,50.67,92,26,15.46,scattered clouds
480,Ucluelet,CA,48.9329,-125.5528,59.09,86,73,1.01,broken clouds
481,Talara,PE,-4.5772,-81.2719,64.51,85,10,16.17,clear sky
482,Partenit,UA,44.578,34.3446,70.56,64,0,9.8,clear sky
483,Cuiaba,BR,-15.5961,-56.0967,71.53,73,0,2.3,clear sky
484,Kawalu,ID,-7.3817,108.2082,77.18,85,93,4.07,overcast clouds
485,Ingleside,US,27.8778,-97.2117,86.02,83,0,18.41,clear sky
486,Chumikan,RU,54.7183,135.315,74.77,54,6,3.24,clear sky
487,Jensen Beach,US,27.2545,-80.2298,84.0,86,89,9.95,overcast clouds
488,Pudozh,RU,61.8099,36.5345,63.68,57,25,1.99,scattered clouds
489,Hauterive,FR,46.0901,3.4459,52.56,87,1,2.04,clear sky
490,Xai-Xai,MZ,-25.0519,33.6442,61.12,93,0,3.96,clear sky
491,Champerico,GT,14.3,-91.9167,81.66,77,100,6.31,overcast clouds
492,Asyut,EG,27.181,31.1837,78.98,43,0,4.85,clear sky
493,Olavarria,AR,-36.8927,-60.3225,47.01,95,99,10.65,overcast clouds
494,Mount Gambier,AU,-37.8333,140.7667,51.71,82,75,4.61,broken clouds
495,Londiani,KE,-0.165,35.5909,52.25,93,97,2.42,overcast clouds
496,West Bay,KY,19.3667,-81.4167,86.07,82,75,8.05,broken clouds
497,Alofi,NU,-19.0595,-169.9187,80.49,74,70,13.8,broken clouds
498,Kahului,US,20.8947,-156.47,86.02,66,40,25.32,scattered clouds
499,Carberry,CA,49.8689,-99.3602,64.63,87,15,7.34,few clouds
500,Bassila,BJ,9.0081,1.6654,68.4,99,65,4.41,broken clouds
501,Silifke,TR,36.3778,33.9344,78.89,65,0,7.14,clear sky
502,Were Ilu,ET,10.6,39.4333,53.35,77,64,2.66,broken clouds
503,Basco,PH,20.4487,121.9702,81.36,82,100,11.39,overcast clouds
504,Ngama,TD,11.7833,17.1667,80.15,68,92,8.41,overcast clouds
505,Kralendijk,BQ,12.15,-68.2667,80.58,83,86,10.36,overcast clouds
506,Flinders,AU,-34.5833,150.8552,58.37,94,100,11.01,moderate rain
507,Pelym,RU,61.0108,61.9978,63.09,53,10,4.52,clear sky
508,Gigmoto,PH,13.7796,124.39,86.4,68,100,11.14,light rain
509,San Miguel,SV,13.4833,-88.1833,85.66,66,40,3.44,scattered clouds
510,San Borja,BO,-14.8167,-66.85,68.92,69,20,2.93,few clouds
511,Sumbe,AO,-11.2061,13.8437,67.64,82,0,5.95,clear sky
512,Redlands,US,34.0556,-117.1825,87.55,26,0,4.43,clear sky
513,Lady Frere,ZA,-31.7031,27.2329,47.88,45,0,9.35,clear sky
514,Vao,NC,-22.6667,167.4833,71.46,72,84,16.87,broken clouds
515,Sant Julia De Loria,AD,42.4625,1.4825,58.91,58,0,2.64,clear sky
516,Ornskoldsvik,SE,63.2909,18.7153,67.15,100,100,6.91,mist
517,Pocinhos,BR,-7.0767,-36.0611,70.09,96,86,10.65,overcast clouds
518,Poronaysk,RU,49.2167,143.1167,77.95,57,0,2.21,clear sky
519,Grootfontein,NA,-19.5667,18.1167,46.36,71,0,5.3,clear sky
520,Krasnoarmeysk,RU,51.0239,45.6969,49.62,87,96,7.02,overcast clouds
521,Komsomolskiy,UZ,40.4272,71.7189,84.92,23,0,2.3,clear sky
522,Vilyuysk,RU,63.7553,121.6247,78.51,35,21,5.55,few clouds
523,Warman,CA,52.3168,-106.5679,58.91,58,75,12.66,broken clouds
524,Shipitsyno,RU,61.2806,46.5208,59.94,69,10,5.46,clear sky
525,Mitsamiouli,KM,-11.3847,43.2844,75.42,70,0,13.13,clear sky
526,Abu Dhabi,AE,24.4667,54.3667,87.82,85,20,1.14,few clouds
527,Kosh-Agach,RU,50.0,88.6667,56.97,40,3,2.35,clear sky
528,Strezhevoy,RU,60.7333,77.5889,54.07,87,99,9.01,overcast clouds
529,Halifax,CA,44.6453,-63.5724,64.35,93,100,24.16,overcast clouds
530,Egvekinot,RU,66.3167,-179.1667,46.29,92,100,8.32,moderate rain
531,Elwood,AU,-37.8817,144.983,56.86,79,100,10.36,overcast clouds
532,Vung Tau,VN,10.346,107.0843,83.68,79,100,15.55,overcast clouds
533,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.27,68,1,5.95,clear sky
534,Santa Rosalia,MX,27.3167,-112.2833,88.09,46,0,3.18,clear sky
535,Eirunepe,BR,-6.6603,-69.8736,75.99,69,81,1.79,broken clouds
536,Dakar,SN,14.6937,-17.4441,76.08,81,58,16.31,broken clouds
537,Mama,RU,58.3106,112.8986,83.35,56,8,4.29,light rain
538,Panalingaan,PH,8.7842,117.4231,87.04,69,87,7.09,overcast clouds
539,Liverpool,GB,53.4106,-2.9779,57.15,85,75,16.11,broken clouds
540,Nelson Bay,AU,-32.7167,152.15,63.0,99,72,5.99,broken clouds
541,Novichikha,RU,52.204,81.3877,61.77,64,84,12.57,broken clouds
542,Katsuura,JP,35.1333,140.3,82.51,73,4,17.13,clear sky
543,Vila Velha,BR,-20.3297,-40.2925,68.95,93,40,3.44,scattered clouds
544,Lekoni,GA,-1.5843,14.2591,76.53,56,54,3.11,broken clouds
545,Qinhuangdao,CN,39.9317,119.5883,80.98,67,99,5.48,overcast clouds
546,Amga,RU,60.8953,131.9608,83.14,35,3,1.66,clear sky
547,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,83,100,10.36,overcast clouds
548,Christchurch,NZ,-43.5333,172.6333,54.41,73,1,14.97,clear sky
549,Oistins,BB,13.0667,-59.5333,82.49,83,40,19.57,scattered clouds
550,Dutlwe,BW,-23.9833,23.9,55.33,53,86,10.02,overcast clouds
551,Norrtalje,SE,59.758,18.705,66.43,98,58,2.66,broken clouds
552,Central Point,US,42.376,-122.9164,84.33,21,0,12.66,clear sky
553,Pozoblanco,ES,38.3791,-4.8483,64.15,67,0,5.5,clear sky
554,Nova Russas,BR,-4.7067,-40.5631,70.38,93,49,5.08,scattered clouds
555,Kasangulu,CD,-4.5911,15.1708,67.14,57,0,3.51,clear sky
556,Willowmore,ZA,-33.2926,23.4895,52.68,67,0,9.93,clear sky
557,South Valley,US,35.0101,-106.6781,78.35,43,75,23.02,broken clouds
558,Garissa,KE,-0.4536,39.6401,70.09,78,2,13.22,clear sky
559,Riosucio,CO,5.4216,-75.7032,58.55,98,99,1.59,light rain
560,Alice Springs,AU,-23.7,133.8833,54.95,50,0,19.57,clear sky
561,Modra,SK,48.334,17.3071,62.46,77,75,12.66,broken clouds
562,Hambantota,LK,6.1241,81.1185,84.54,74,20,5.75,few clouds
563,Oia,PT,40.5426,-8.5386,58.37,75,3,1.99,clear sky
564,Wagar,SD,16.1525,36.2032,81.7,59,28,15.17,scattered clouds
565,Chicama,PE,-7.8447,-79.1469,59.54,84,7,5.82,clear sky
566,Valle Del Guamuez,CO,0.4525,-76.9192,69.28,99,85,1.77,overcast clouds
567,Kannur,IN,11.8675,75.3576,79.05,86,96,9.78,moderate rain
568,Vanavara,RU,60.34,102.2797,66.04,81,100,7.14,overcast clouds
569,Ambunti,PG,-4.2365,142.8448,88.93,63,46,1.54,scattered clouds
570,Port Macquarie,AU,-31.4333,152.9167,55.89,94,100,3.78,light rain
571,Medeiros Neto,BR,-17.3739,-40.2206,64.72,94,12,5.99,few clouds
572,Craidorolt,RO,47.6167,22.7,69.98,78,75,5.75,broken clouds
573,Tungor,RU,53.3808,142.9564,75.72,58,9,15.12,clear sky
574,Khorixas,NA,-20.3667,14.9667,57.15,42,0,7.16,clear sky
575,Wawa,NG,9.9022,4.4192,73.54,88,100,5.23,overcast clouds
576,Tagusao,PH,9.1924,117.8141,86.27,70,76,2.73,broken clouds
577,Aquiraz,BR,-3.9014,-38.3911,81.18,86,11,9.33,few clouds
578,Lexington,US,37.9887,-84.4777,84.2,54,40,4.61,scattered clouds
579,Pangkalanbuun,ID,-2.6833,111.6167,88.66,59,75,4.12,broken clouds
580,Surt,LY,31.2089,16.5887,77.7,71,0,4.03,clear sky
581,Ixtapa,MX,20.7,-105.2,77.07,88,25,1.3,scattered clouds
582,Meulaboh,ID,4.1363,96.1285,77.7,86,100,4.79,overcast clouds
583,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,70.39,46,20,22.37,few clouds
584,Cervo,ES,43.6702,-7.4101,58.96,89,18,10.29,few clouds
585,Mehamn,NO,71.0357,27.8492,64.35,63,40,9.22,scattered clouds
586,Korla,CN,41.7597,86.1469,87.8,18,60,15.57,broken clouds
587,Nixa,US,37.0434,-93.2944,82.45,74,89,5.01,overcast clouds
588,Melfort,CA,52.8667,-104.6177,53.73,87,100,4.61,overcast clouds
589,Fort Nelson,CA,58.8053,-122.7002,71.19,35,20,0.0,few clouds
590,Santa Rosa,PH,14.3122,121.1114,89.1,73,99,3.8,overcast clouds
591,Dondo,MZ,-19.6094,34.7431,62.69,97,43,4.47,scattered clouds
592,Minbu,MM,20.1833,94.8833,87.06,60,98,6.42,overcast clouds
593,Bonthe,SL,7.5264,-12.505,76.12,87,99,3.49,overcast clouds
594,Avera,US,33.194,-82.5271,73.45,72,95,1.43,overcast clouds
595,Taoudenni,ML,22.6783,-3.9836,96.21,21,80,9.1,broken clouds
596,Sevsk,RU,52.1491,34.4926,50.77,77,2,5.39,clear sky
597,Senanga,ZM,-16.1167,23.2667,55.51,75,63,5.08,broken clouds
598,Opportunity,US,47.6499,-117.2399,83.89,23,0,3.44,clear sky
599,Vaitape,PF,-16.5167,-151.75,78.46,70,43,20.27,light rain
600,Tiarei,PF,-17.5333,-149.3333,80.62,74,7,23.76,light rain
601,Mahibadhoo,MV,3.7833,72.9667,79.59,85,100,23.58,light rain
602,Trinidad,BO,-14.8333,-64.9,69.53,61,61,4.76,broken clouds
603,Osa,RU,57.2829,55.4567,56.97,74,97,3.58,overcast clouds
604,Charters Towers,AU,-20.1,146.2667,65.86,83,100,13.11,overcast clouds
605,Namatanai,PG,-3.6667,152.4333,85.28,67,9,11.45,clear sky
606,Saint-Joseph,RE,-21.3667,55.6167,68.38,70,48,15.32,scattered clouds
607,Viedma,AR,-40.8135,-62.9967,46.81,61,87,16.84,overcast clouds
608,Maniitsoq,GL,65.4167,-52.9,38.91,95,100,11.45,light rain
609,Skjervoy,NO,70.0311,20.9714,64.4,82,0,7.34,clear sky
610,Anqing,CN,30.5092,117.0506,92.64,54,73,3.74,broken clouds
611,Safakulevo,RU,54.9901,62.5442,57.52,75,100,5.84,overcast clouds
612,Paracatu,BR,-17.2222,-46.8747,61.83,54,0,2.17,clear sky
613,Fare,PF,-16.7,-151.0167,78.4,70,12,21.56,light rain
614,Atambua,ID,-9.1061,124.8925,80.78,71,33,1.21,scattered clouds
615,Goderich,CA,43.7501,-81.7165,64.9,72,100,10.36,overcast clouds
616,Inuvik,CA,68.3499,-133.7218,83.26,31,20,8.05,few clouds
617,Urumqi,CN,43.801,87.6005,74.35,50,0,8.95,clear sky
618,Chingirlau,KZ,51.095,54.0814,64.85,51,91,10.09,overcast clouds
619,Eyl,SO,7.9803,49.8164,79.65,52,40,26.66,scattered clouds
620,Eydhafushi,MV,5.1033,73.0708,82.31,78,98,23.22,overcast clouds
621,Yuci,CN,37.6803,112.7319,83.95,51,0,2.24,clear sky
622,Mogzon,RU,51.7435,111.9606,86.54,33,8,3.89,clear sky
623,Inta,RU,66.0317,60.1659,52.61,85,100,7.65,overcast clouds
624,Jackson,US,42.4165,-122.8345,84.07,21,0,12.66,clear sky
625,Sungaipenuh,ID,-2.0833,101.3833,76.3,43,54,3.49,broken clouds
626,Temnikov,RU,54.6302,43.2148,54.41,76,39,10.71,scattered clouds
627,Salinopolis,BR,-0.6136,-47.3561,77.85,83,4,8.93,clear sky
628,Millerovo,RU,48.9226,40.3967,49.59,72,25,12.62,scattered clouds
629,Vanimo,PG,-2.6741,141.3028,84.04,75,43,7.67,moderate rain
630,Novo Aripuana,BR,-5.1206,-60.3797,75.76,75,46,1.25,scattered clouds
631,Lae,PG,-6.7221,146.9847,88.47,64,33,7.54,scattered clouds
632,Kirakira,SB,-10.4544,161.9205,83.82,73,10,14.12,clear sky
633,North Bend,US,43.4065,-124.2243,60.93,91,100,14.97,overcast clouds
634,Puerto Colombia,CO,10.9878,-74.9547,82.49,84,97,18.3,overcast clouds
635,Okakarara,NA,-20.5833,17.4333,44.64,77,0,6.06,clear sky
636,Petatlan,MX,17.5167,-101.2667,79.83,91,100,2.53,overcast clouds
637,Aranos,NA,-24.1333,19.1167,49.01,74,0,12.21,clear sky
638,Banjar,ID,-8.19,114.9675,86.58,66,92,2.62,overcast clouds
639,Beni Mazar,EG,28.4962,30.8029,77.2,53,0,7.14,clear sky
640,Honningsvag,NO,70.9821,25.9704,65.95,63,2,14.97,clear sky
641,Ilyich,KZ,40.8464,68.5067,82.29,19,0,4.79,clear sky
642,Ormond Beach,US,29.2858,-81.0559,77.02,89,100,0.0,overcast clouds
643,Teguise,ES,29.0605,-13.564,66.42,73,100,13.8,overcast clouds
644,Salina,US,38.8403,-97.6114,72.01,85,100,11.5,overcast clouds
645,Vermilion,US,40.1667,-87.7506,74.3,90,0,4.61,clear sky
646,Kargil,IN,34.5667,76.1,65.7,47,0,3.98,clear sky
647,Osoyoos,CA,49.0331,-119.4524,79.21,31,79,2.3,broken clouds
648,Aitape,PG,-3.1374,142.3475,85.84,70,60,10.47,broken clouds
649,Coihaique,CL,-45.5752,-72.0662,32.61,93,40,5.75,scattered clouds
650,Griffith,US,41.5284,-87.4237,72.9,92,0,0.0,clear sky
651,Manacapuru,BR,-3.2997,-60.6206,77.23,79,47,3.29,scattered clouds
652,Daloa,CI,6.8774,-6.4502,68.9,99,97,3.78,light rain
653,Oum Hadjer,TD,13.2954,19.6966,79.2,63,97,10.02,overcast clouds
654,Brownsville,US,25.9018,-97.4975,85.08,79,0,16.11,clear sky
655,Luderitz,NA,-26.6481,15.1594,60.08,64,0,1.68,clear sky
656,Saint-Pierre,RE,-21.3393,55.4781,69.48,56,75,12.66,broken clouds
657,Northam,GB,51.0333,-4.2167,57.25,92,100,16.73,light rain
658,Gazalkent,UZ,41.5581,69.7708,84.18,16,0,0.89,clear sky
659,Gratia,RO,44.4333,25.45,69.08,70,4,7.49,clear sky
660,Havoysund,NO,70.9963,24.6622,66.43,75,2,2.89,clear sky
661,Makat,KZ,47.6469,53.3463,73.54,49,31,9.69,scattered clouds
662,Praia,CV,14.9215,-23.5087,75.74,73,20,12.66,few clouds
663,Hailun,CN,47.45,126.9333,76.53,74,81,9.82,broken clouds
664,Knysna,ZA,-34.0363,23.0471,71.04,41,0,15.12,clear sky
665,Novikovo,RU,51.1537,37.8879,49.66,77,0,9.24,clear sky
666,Falmouth,GB,50.1544,-5.0711,59.9,88,75,12.66,broken clouds
667,Strenci,LV,57.6257,25.6854,58.15,75,88,4.81,overcast clouds
668,Nizwa,OM,22.9333,57.5333,88.23,54,89,3.33,overcast clouds
669,Moerdijk,NL,51.7034,4.6259,58.01,77,0,1.99,clear sky
670,Houston,US,29.7633,-95.3633,85.12,79,75,16.11,broken clouds
671,Chanal,MX,16.7167,-92.4,55.26,94,38,1.97,scattered clouds
672,Battle Creek,US,42.3212,-85.1797,69.85,53,20,4.61,few clouds
673,Lumsden,CA,50.6501,-104.8678,70.75,68,70,10.78,broken clouds
674,Tianpeng,CN,30.9866,103.9393,75.72,62,33,4.12,scattered clouds
675,Goiatuba,BR,-18.0125,-49.3547,64.44,40,0,7.25,clear sky
676,Tilichiki,RU,60.4667,166.1,46.15,95,100,5.1,moderate rain
677,Kolpashevo,RU,58.3131,82.9089,51.21,97,100,9.1,overcast clouds
678,Afua,BR,-0.1567,-50.3867,74.48,93,12,4.72,few clouds
679,Masakin,TN,35.7292,10.5808,82.6,89,20,9.22,few clouds
680,Mount Isa,AU,-20.7333,139.5,62.37,67,100,16.11,overcast clouds
681,Mayumba,GA,-3.432,10.6554,71.24,94,46,2.62,scattered clouds
682,Oussouye,SN,12.485,-16.5469,78.6,85,100,7.38,overcast clouds
683,Betare Oya,CM,5.6,14.0833,64.33,97,99,1.28,overcast clouds
684,Bulungu,CD,-4.55,18.6,70.32,45,16,1.77,few clouds
685,Rafaela,AR,-31.2503,-61.4867,59.0,55,100,3.0,overcast clouds
686,Balikpapan,ID,-1.2675,116.8289,85.19,79,40,3.44,scattered clouds
